Source,Abbreviation,Content,Rating,,,,
Watani - We hear you,Watani,لا يعمل يوجد مشكلة في خوادم التطبيق,1,لا يعمل يوجد مشكله في خوادم التطبيق,لا عمل وجد مشكل خوادم تطبيق,ar,لا يعمل يوجد مشكل+ه في خوادم ال+تطبيق
Watani - We hear you,Watani,لا يمكن الدخول للتطبيق,1,لا يمكن الدخول للتطبيق,لا امكن دخول تطبيق,ar,لا يمكن ال+دخول ل+ال+تطبيق
Watani - We hear you,Watani,مكتب المؤسسه .التامينات بالرياض غير مضاف موسسه حكوميه و غير موجوده وتم طلب اضافتها عن طريق البرنامج ولم تتم الإضافة,1,مكتب المؤسسه التامينات بالرياض غير مضاف موسسه حكوميه و غير موجوده وتم طلب اضافتها عن طريق البرنامج ولم تتم الاضافه,مكتب مؤسس تامين رياض غير مضاف موسس حكومي غير موجود طلب اضاف طريق برنامج لم اضافه,ar,مكتب ال+مؤسسه ال+تامين+ات ب+ال+رياض غير مضاف موسس+ه حكومي+ه و غير موجود+ه و+تم طلب اضاف+ت+ها عن طريق ال+برنامج و+لم تتم ال+اضافه
Watani - We hear you,Watani,ارجو عدم التقيد بمكان التقييم و جعله مفتوح لان الخدمات كثيره,5,ارجو عدم التقيد بمكان التقييم و جعله مفتوح لان الخدمات كثيره,ارجو تقيد مكان تقييم مفتوح لان خدمه كثير,ar,أرجو عدم ال+تقيد ب+مكان ال+تقييم و جعل+ه مفتوح لان ال+خدم+ات كثير+ه
Watani - We hear you,Watani,برنامج رائع وللمعلومية عند إختيار اللغه العربيه التطبيق لا يقبل سوى الأرقام العربية ,5,برنامج رائع وللمعلوميه عند اختيار اللغه العربيه التطبيق لا يقبل سوى الارقام العربيه,برنامج رائع معلوميه اختيار لغه عربيه تطبيق لا رقم عربيه,ar,برنامج رائع و+ل+ال+معلوميه عند اختيار ال+لغه ال+عربيه ال+تطبيق لا يقبل سوى ال+أرقام ال+عربيه
Watani - We hear you,Watani,خدمات مميزة تقدم للمواطن من خلال الخدمات الالكترونية سهلت انجاز الكثير من الاعمال بأقل جهد ووقت.,5,خدمات مميزه تقدم للمواطن من خلال الخدمات الالكترونيه سهلت انجاز الكثير من الاعمال باقل جهد ووقت,خدمه مميز تقدم مواطن خدمه الكترونيه سهل انجاز كثير عمل اقل جهد وقت,ar,خدم+ات مميز+ه تقدم ل+ال+مواطن من خلال ال+خدم+ات ال+الكترونيه سهل+ت إنجاز ال+كثير من ال+أعمال ب+أقل جهد و+وقت
Watani - We hear you,Watani,شكرا لاتاحه فرصه للجميع لقول رايه,5,شكرا لاتاحه فرصه للجميع لقول رايه,شكر اتاح فرصه جميع قول راي,ar,شكر+ا ل+اتاح+ه فرص+ه ل+ال+جميع ل+قول رأي+ه
Watani - We hear you,Watani,لقد حولتم المعاملات الورقيه الي معاملات اقوم بها وانا في منزلي ..واصبح التوجه الي الدائر الحكوميه من الماضي .,5,لقد حولتم المعاملات الورقيه الي معاملات اقوم بها وانا في منزلي واصبح التوجه الي الدائر الحكوميه من الماضي,حولتم معامله ورقيه الي معامله اقوم منزل توجه الي دائر حكوميه ماضي,ar,لقد حولتم ال+معامل+ات ال+ورقيه الي معامل+ات أقوم ب+ها و+أنا في منزل+ي و+أصبح ال+توجه الي ال+دائر ال+حكوميه من ال+ماضي
Volunteer_1000,Volunteer_998,التطبيق يحتاجله صيانه . يقولي خطأ في البريد الالكتروني رغم ان معلوماتي صحيحة,1,التطبيق يحتاجله صيانه يقولي خطا في البريد الالكتروني رغم ان معلوماتي صحيحه,تطبيق يحتاجله صيان يقولي خط بريد الكتروني رغم معلوماتي صحيح,ar,ال+تطبيق يحتاجله صيان+ه يقولي خطا في ال+بريد ال+إلكتروني رغم ان معلوم+ات+ي صحيح+ه
Volunteer_1001,Volunteer_998,حاولت عدة مرات ولم أستطع ان ادخل,1,حاولت عده مرات ولم استطع ان ادخل,حاول عد مره لم استطع ادخل,ar,حاول+ت عد+ه مر+ات و+لم أستطع ان أدخل
Volunteer_1002,Volunteer_998,انا بياناتي صحيحه و مسجل في تطوع الدفاع المدني وعند الدخول للنظام بالتطبيق يقول ( خطاء في رقم الجوال / البريد الإلكتروني أو كلمة السر ) مع انها كلها صحيحه,1,انا بياناتي صحيحه و مسجل في تطوع الدفاع المدني وعند الدخول للنظام بالتطبيق يقول خطاء في رقم الجوال / البريد الالكتروني او كلمه السر مع انها كلها صحيحه,بيان صحيح مسجل تطوع دفاع مدني دخول نظام تطبيق خطاء رقم جوال بريد الكتروني سر صحيح,ar,أنا بيان+ات+ي صحيح+ه و مسجل في تطوع ال+دفاع ال+مدني و+عند ال+دخول ل+ال+نظام ب+ال+تطبيق يقول خطاء في رقم ال+جوال / ال+بريد ال+إلكتروني أو ك+لم+ه ال+سر مع ان+ها كل+ها صحيح+ه
Volunteer_1003,Volunteer_998,النطبيق لا يمكن التسجيل به ولا يعمل,1,النطبيق لا يمكن التسجيل به ولا يعمل,نطبيق لا امكن تسجيل لا عمل,ar,ال+نطبيق لا يمكن ال+تسجيل ب+ه و+لا يعمل
Volunteer_1004,Volunteer_998,لا يعمل ولا استجابة من دعم التطبيق,1,لا يعمل ولا استجابه من دعم التطبيق,لا عمل لا استجاب دعم تطبيق,ar,لا يعمل و+لا استجاب+ه من دعم ال+تطبيق
Volunteer_998,Volunteer_998,"حاولت اكون متطوع والبرنامج والتعليق الي فيه وقف قدامي ورفض الفريق انضمامي بدون التسجيل 
ادخال الكود يكون بالعكس من اليمين لليسار
وخاصية استرداد الرقم لا تعمل 
ولا فيه دعم فني ",1,حاولت اكون متطوع والبرنامج والتعليق الي فيه وقف قدامي ورفض الفريق انضمامي بدون التسجيل ادخال الكود يكون بالعكس من اليمين لليسار وخاصيه استرداد الرقم لا تعمل ولا فيه دعم فني,حاول اكون متطوع برنامج تعليق الي قدام رفض فريق انضمام تسجيل ادخال كود عكس يمين يسار خاص استرداد رقم لا عمل لا دعم فني,ar,حاول+ت أكون متطوع و+ال+برنامج و+ال+تعليق الي في+ه وقف قدامي و+رفض ال+فريق انضمام+ي ب+دون ال+تسجيل إدخال ال+كود يكون ب+ال+عكس من ال+يمين ل+ال+يسار و+خاص+ي+ه استرداد ال+رقم لا تعمل و+لا في+ه دعم فني
Volunteer_999,Volunteer_998,التطبيق يحتاج صيانة في موضوع رفع المستندات والصور,1,التطبيق يحتاج صيانه في موضوع رفع المستندات والصور,تطبيق احتاج صيان موضوع رفع مستند صور,ar,ال+تطبيق يحتاج صيان+ه في موضوع رفع ال+مستند+ات و+ال+صور
Visit Saudi,Visit Saudi,اسعار خرافية والصور غير حقيقية,1,اسعار خرافيه والصور غير حقيقيه,اسعار خرافي صور غير حقيقي,ar,أسعار خرافي+ه و+ال+صور غير حقيقي+ه
Visit Saudi,Visit Saudi,اسعار غاليه جدا بينما تستطيع السفر والتنسيق الرحله دون الحاجه للتطبيق صراحه ماعجبني,1,اسعار غاليه جدا بينما تستطيع السفر والتنسيق الرحله دون الحاجه للتطبيق صراحه ماعجبني,اسعار غالي جد استطاع سفر تنسيق رحل حاج تطبيق صراح ماعجبني,ar,أسعار غالي+ه جد+ا بينما تستطيع ال+سفر و+ال+تنسيق ال+رحله دون الحاج+ه ل+ال+تطبيق صراح+ه ماعجبني
Visit Saudi,Visit Saudi,"اسعار فلكيه ومبالغ فيها بشكل غير طبيعي
ابها معقوله ب ٢٠٠٠٠ عشرين الف ٣ ايام ؟!
والاحساء ب ٧٠٠٠ مده ٣ ايام !!!!!!!!!
المشكله غير شامله تذاكر الطيران",1,اسعار فلكيه ومبالغ فيها بشكل غير طبيعي ابها معقوله ب  عشرين الف  ايام والاحساء ب  مده  ايام المشكله غير شامله تذاكر الطيران,اسعار مبلغ شكل غير طبيعي ابها معقول  عشرون الف ايام احساء  مد ايام مشكله غير شامل تذكره طيران,ar,أسعار فلكي+ه و+مبالغ في+ها ب+شكل غير طبيعي ابها معقول+ه ب عشر+ين ألف أيام و+ال+احساء ب مد+ه أيام ال+مشكله غير شامل+ه تذاكر ال+طيران
Visit Saudi,Visit Saudi,اسعار مرتفعه وبرامج سياحية تقليديه سئمنا منها .. الي يبغا ينبسط ويوفر يروح دبي بس يحجز مزبوط,1,اسعار مرتفعه وبرامج سياحيه تقليديه سئمنا منها الي يبغا ينبسط ويوفر يروح دبي بس يحجز مزبوط,اسعار مرتفع برنامج سياحي تقليدي سئم الي يبغا ينبسط وفر راح دبي بس حجز مزبوط,ar,أسعار مرتفع+ه و+برامج سياحي+ه تقليدي+ه سئم+نا من+ها الي يبغا ينبسط و+يوفر يروح دبي بس يحجز مزبوط
Visit Saudi,Visit Saudi,الاسعار مبالغ فيها مالفائده من موسم اذا لم يستطع الجميع حضورها والاستمتاع بها ام هي لفئه معينه,1,الاسعار مبالغ فيها مالفائده من موسم اذا لم يستطع الجميع حضورها والاستمتاع بها ام هي لفئه معينه,سعر مبلغ مالفائده موسم اذ لم استطاع جميع حضور استمتاع ام فئ معين,ar,ال+أسعار مبالغ في+ها مالفائده من موسم اذ+ا لم يستطع ال+جميع حضور+ها و+ال+استمتاع ب+ها ام هي ل+فئ+ه معين+ه
